Participant,uppercase value,maps to body part concept,maps to preservation type concept,in language,with n (Occurrences) =,,,,,,,,,,,,,,,,notes
Andy Jones,OTHER (95% ETHANOL); TISSUE (FROZEN: VAPOR PHASE NITROGEN); SKELETON (DRY); TISSUE (FROZEN: VAPOR PHASE NITROGEN) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Andy Jones,P SKEL - 1; WING - 1; FEATHERS - 1,,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 1 CRANIUM FRAG.,blank,,,3,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 11 BONE FRAGS.,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 121 BONE FRAGMENTS,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 18 BONE FRAGS.,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 26 BONE FRAGMENTS,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 3 ASSOCIATED BONES,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 3 HUMERUS FRAGMENTS,blank,,,2,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 8 TIBIOTARSUS FRAGMENTS,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: 96 BONE FRAGMENTS,blank,,,2,,,,,,,,,,,,,,,,
Andy Jones,PALEO: ALULAR PHALANX,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: BONE FRAGMENTS,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: CARPOMETACARPUS FRAG.,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: MAND,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: PEDALPHALANX,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PALEO: QUADRATE FRAGMENT,blank,,,47,,,,,,,,,,,,,,,,
Andy Jones,PALEO: SCAPULA (?) FRAGMENT,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,"PALEO: STERNUM FRAGMENT , 3 PIECES",blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,"PALEO: TARSOMETATARSUS, ULNA FRAGMENT",blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PARASITES; TISSUE; FLUID POST-CRAN IN ETOH; SKIN STUDY; FLUID STOMACH IN ALC; TOEPAD; FEATHER,,,,2,,,,,,,,,,,,,,,,
Andy Jones,PART SKEL(SKULL ONLY),,,,1,,,,,,,,,,,,,,,,
Andy Jones,PARTIAL SKELETON (DRY),SKELETON_PARTIAL,X,EN,1091,,,,,,,,,,,,,,,,
Andy Jones,PARTIAL SKELETON (DRY); PARTIAL SKELETON (DRY); PARTIAL SKELETON (DRY); PARTIAL SKELETON (DRY); PARTIAL SKELETON (DRY),,,,1,,,,,,,,,,,,,,,,
Andy Jones,PARTIAL SKELETON; FLAT SKIN,,,,12,,,,,,,,,,,,,,,,
Andy Jones,PARTIAL SKELETON; TAIL; TISSUE; WING,,,,1,,,,,,,,,,,,,,,,
Andy Jones,PARTIAL WING,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"PARTIAL WING, TAIL, AND FOOT - 1",,,,1,,,,,,,,,,,,,,,,
Andy Jones,PIEL EN SECO; CUERPO EN LÍQUIDO,,,,41,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 031.527,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 050.395,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 0694 B1 155,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 319-406,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 409-406,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 420-406,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 427-281,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 504-09,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 510-310,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 598-341,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 714-300,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 732-293,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 756-284,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 820-341,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 827-341,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER: 902-575,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,PREPARATIENUMMER:057-398,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 003,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 029,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 080,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 097,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 100,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 1028,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 108,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 1132,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 1151,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 1163,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 1185,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 1221,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 1234,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 1363,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 210,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 423,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 496,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 549,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 580,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 583,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 633,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 688,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 748,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 781,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 787,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 793,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 860,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 900,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 915,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 933,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER 989,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. D. DROKER B-4,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. E. DELLES 15,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R. S. SINGH BH21,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,R.D. DROKER 264,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RADIUS (LEFT),,,,2,,,,,,,,,,,,,,,,
Andy Jones,RECTRIX 5,,,,8,,,,,,,,,,,,,,,,
Andy Jones,RNP 006,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RNP 035,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RNP 075,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RNP 082,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RNP 086,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RNP 096,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RNP 140,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RNP 155,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,RNP 177,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,S. D. THORP 30,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,"S. MCMAHON, G. ALCORN",blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,S.G. JEWETT 10032,blank,,,1,,,,,,,,,,,,,,,,
Andy Jones,SEVERAL BONES,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKEL, FEATHERS",,,,3,,,,,,,,,,,,,,,,
Andy Jones,SKEL; EXCH; EXCH TO ALDEN H MILLER -- 20 DEC 1934.,,,,2,,,,,,,,,,,,,,,,
Andy Jones,"SKEL; EXCH; EXCH TO MUS VERT ZOOL, SEP 1952",,,,8,,,,,,,,,,,,,,,,
Andy Jones,"SKEL; EXCH; EXCH TO P. BRODKORB, UNIV. OF FLORIDA. DEC 1954",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKEL; N; |TISSUE; Y; M, H, L;",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKEL; N; TRUNK; |SKIN; N;,,,,5,,,,,,,,,,,,,,,,
Andy Jones,SKEL; TISSUE; WING,SKELETON | TISSUE | WING,,,55,,,,,,,,,,,,,,,,
Andy Jones,SKEL; Y; |SYRINX; Y; SYRINX DAMAGED.; |WINGS_TAIL; Y;,,,,2,,,,,,,,,,,,,,,,
Andy Jones,SKEL; Y; |TISSUE; U;,,,,24,,,,,,,,,,,,,,,,
Andy Jones,SKEL; Y; |TISSUE; Y; DRY SKIN;,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKEL; Y; |TISSUE; Y; M, H, L; |WINGS_TAIL; Y; SPREAD WING.;",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKEL; Y; |TISSUE; Y; M, H, L; |WINGS_TAIL; Y; WING.;",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKEL; Y; |TISSUE; Y; M, H; |WINGS_TAIL;",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKEL; Y; |WINGS_TAIL; Y;,,,,67,,,,,,,,,,,,,,,,
Andy Jones,SKEL; Y; BODY SKELETON; |SKIN; Y;,,,,22,,,,,,,,,,,,,,,,
Andy Jones,SKEL; Y; EXCH TO U. KANSAS MUS. NAT. HIST. 17 APR 1981.,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKEL; Y; HUMERUS FROM SKIN, HEAD CUT.; |SKIN; Y; MOUNT;",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKEL; Y; L TARSOMETATARSUS BROKEN;,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKEL; Y; PARTIAL SKEL; |SKIN; Y; |SYRINX; Y; |TISSUE; Y; M, 1 TUBE + 1 BAG; |WINGS_TAIL; Y; SPREAD WING;",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKEL; Y; PECTIN FROM EYE SAVED FOR STUDY,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETAL (STERNUM),,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETAL PART(S),SKELETON_PARTIAL,X,EN,2764,,,,,,,,,,,,,,,,
Andy Jones,SKELETON - ; BONES & BONE FRAGMENTS,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON - ; INCOMPLETE-NO SKULL,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON - ; PART OF BODY SKELETON,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON - ; SKELETON PARTIAL,,,,6,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON - ; SKULL, LEG & WING BONES",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON - ; WING,,,,2,,,,,,,,,,,,,,,,
Andy Jones,SKELETON - 1; STUDY SKIN - 1,SKELETON | SKIN,X | X,EN,722,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (BLUE PLASTIC RING ON RIGHT FOOT); WING; TISSUE FROZEN,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (DISCARDED),,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (DRY); SPREAD WING (DRY); TISSUE (FROZEN: VAPOR PHASE NITROGEN),,,,3,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (DRY); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (95% ETHANOL) SAMPLE; TISSUE (95% ETHANOL) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (MISSING SKULL); TISSUE FROZEN,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON (PARTIAL SKELETON) (PARTIAL SKELETON), SKIN, TISSUE (PARTIAL SKELETON), TISSUE, SKIN",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (PLASTIC ORANGE BAND ON RIGHT LEG); TISSUE FROZEN,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (SKULL MISSING),,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON (SKULL ONLY) (CRANIUM, MANDIBLE, 10 VERTEBRAE)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (SOME DAMAGE FROM ZOO NECROPSY); TISSUE FROZEN,,,,4,,,,,,,,,,,,,,,,
Andy Jones,SKELETON (TARSI & TOES MISSING); TISSUE FROZEN,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON & SPREAD WING & TAIL,,,,3,,,,,,,,,,,,,,,,
Andy Jones,SKELETON + FLAT SKIN,,,,4,,,,,,,,,,,,,,,,
Andy Jones,SKELETON | TISSUE | WING,,,,85,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON, DISARTICULATED (COMPLETE) | FEATHERS | NO TREATMENT",,,,5,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON, FLUID, SYRINX",,,,3,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON, PARTIAL; SKIN, STUDY; HEART, KIDNEY, LIVER (FROZEN); MUSCLE (FROZEN); MUSCLE (FROZEN) SAMPLE",,,,10,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON, POSTCRANIAL; MUSCLE (FROZEN); WING (DRY)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON; COMPLETE; JUCENILE; &,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON; LIVER (FROZEN); HEART, KIDNEY (FROZEN); MUSCLE (FROZEN); FEATHER",,,,6,,,,,,,,,,,,,,,,
Andy Jones,SKELETON; MUSCLE (FROZEN); HEART (FROZEN); LIVER (FROZEN),,,,4,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON; MUSCLE (FROZEN); LIVER (FROZEN); HEART, KIDNEY (FROZEN); ECTOPARASITE (ETHANOL)",,,,2,,,,,,,,,,,,,,,,
Andy Jones,SKELETON; SKELETON SAMPLE; SKELETON SAMPLE,,,,3,,,,,,,,,,,,,,,,
Andy Jones,SKELETON; SYRINX (70% ETHANOL),,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKELETON; TISSUE; WING,,,,3,,,,,,,,,,,,,,,,
Andy Jones,"SKELETON; WING; LIVER (FROZEN); HEART, KIDNEY, MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN - ; [...; FLAT SKIN. W.M.],,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN - ; IN MOULT,,,,4,,,,,,,,,,,,,,,,
Andy Jones,SKIN - ; SKINNED FROM ALCHOL.,,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN - 1 | SYRINX - 1,,,,157,,,,,,,,,,,,,,,,
Andy Jones,SKIN - 1; WINGSPREAD - 1; TISSUE - 1,,,,2,,,,,,,,,,,,,,,,
Andy Jones,SKIN (BODY IN SPIRITS) (BODY IN SPIRITS) (BODY IN SPIRITS),,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN (DRY); TISSUE (FLASH-FROZEN); TISSUE (FLASH-FROZEN); TISSUE (FLASH-FROZEN); TISSUE (RNALATER),,,,3,,,,,,,,,,,,,,,,
Andy Jones,SKIN (DRY); TISSUE (UNKNOWN); TISSUE (FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (LYSIS BUFFER: 4°C); TISSUE (UNKNOWN); TISSUE (RNALATER: FLASH-FROZEN),,,,6,,,,,,,,,,,,,,,,
Andy Jones,"SKIN (FEET ONLY) (FEET ONLY), TOE PAD SAMPLE, TOE PAD SAMPLE (FEET ONLY)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN (FLAT SKIN), SKELETON (FLAT SKIN)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN (FLAT),,,,15,,,,,,,,,,,,,,,,
Andy Jones,SKIN (FROZEN),,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN (ROUND) | MUSCLE, LIVER, BRAIN, HEART, KIDNEY, OVARY | ONE WING",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN (SPREAD WING) (SPREAD WING), TISSUE, SKELETON (SPREAD WING), SKELETON, TISSUE",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN (TAIL) | ONE WING,,,,12,,,,,,,,,,,,,,,,
Andy Jones,SKIN + 1 WING + PARTIAL SKELETON,,,,95,,,,,,,,,,,,,,,,
Andy Jones,SKIN + 1 WING + TRUNK SKELETON,,,,2,,,,,,,,,,,,,,,,
Andy Jones,SKIN IN ALCOHOL | BODY SKELETON,,,,29,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, FEATHER SAMPLES, TOE PAD SAMPLE, FEATHER SAMPLES, TOE PAD SAMPLE",,,,5,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, FLAT; LIVER (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, FLAT; LIVER (FROZEN); LIVER (FROZEN); HEART, KIDNEY, LIVER, MUSCLE (FROZEN); MUSCLE (FROZEN); HEART (FROZEN); HEART, KIDNEY (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, FLAT; SKELETON; LIVER (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, MOUNTED",SKIN,MOUNT,EN,4378,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, MOUNTED (CROUCHED)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, MOUNTED (PERCHED ON A TWIG, A FEW TAIL FEATHERS SEPARATE AND IN A BAG)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, MOUNTED (TOES OF BOTH FEET DEFORMED, NECK IS LOOSE, OTHERWISE A NICE MOUNT - SBH)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, MOUNTED (WITH OPEN WINGS)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, ROUND (EXCHANGE TO USNM IN 1963.)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, ROUND (EXCHANGED TO ANSP IN 1955)",,,,3,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, ROUND (EXCHANGED TO USNM DEC 1963)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, ROUND (EXCHANGED)",,,,120,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, ROUND (MISSING (27 AUG 2013))",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, ROUND; 10% FORM.->70% ALC. (PARTIAL) (SKINNED CARCASS); TISSUE FROZEN",,,,6,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, ROUND; WING; 70% ALC. (CARCASS); TISSUE FROZEN",,,,3,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, ROUND; WING; TISSUE FROZEN",,,,325,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; CROP (DRY); SKIN, STUDY SAMPLE; SKIN, STUDY SAMPLE",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; SKELETON, PARTIAL; MUSCLE (FROZEN); HEART, KIDNEY, LIVER (FROZEN); ENDOPARASITE (95% ETHANOL)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; SKELETON, POSTCRANIAL; HEART (FROZEN); LIVER (FROZEN); ENDOPARASITE (ETHANOL)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; SKELETON; HEART (FROZEN); KIDNEY (FROZEN); LIVER (FROZEN); MUSCLE (FROZEN)",,,,7,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; SKELETON; LIVER (FROZEN); HEART, KIDNEY (FROZEN); MUSCLE (FROZEN); MUSCLE (FROZEN) SAMPLE; LIVER (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; TISSUE (95% ETHANOL); STOMACH (95% ETHANOL); BLOOD (RNALATER); BLOOD (SLIDE SMEAR); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; TISSUE (DRY) SAMPLE",,,,3,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; TISSUE (RNALATER); TISSUE (RNALATER); BLOOD (LYSIS BUFFER); TISSUE (95% ETHANOL); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); BLOOD (SLIDE SMEAR)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); EGG CONTENTS (FROZEN); BLOOD (SLIDE SMEAR)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, STUDY; TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); BLOOD (LYSIS BUFFER); BLOOD (SLIDE SMEAR)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, TISSUE, LIVER",,,,4,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, TISSUE, MUSCLE (ETHANOL)",,,,2,,,,,,,,,,,,,,,,
Andy Jones,"SKIN, TISSUE, TISSUE, SKELETON (PARTIAL SKELETON), SKELETON (PARTIAL SKELETON)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN;  (L. WING),,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); BLOOD (FLASH-FROZEN); LIVER, MUSCLE (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); LIVER, MUSCLE (FROZEN); BLOOD (FLASH-FROZEN)",,,,2,,,,,,,,,,,,,,,,
Andy Jones,SKIN; BLOOD (SLIDE SMEAR); MUSCLE (FROZEN); MUSCLE (FROZEN) SAMPLE,,,,108,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; BLOOD (SLIDE SMEAR); SKELETON, PARTIAL; HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); LUNG (FROZEN); BLOOD (FLASH-FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN; EXCH; EXCH TO ACAD NAT SCI PHILADELPHIA. 22 MAY 1957.,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EXCH; EXCH TO ACAD. NAT. SCI. PHILA. AUG. 12, 1977",,,,4,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EXCH; EXCH TO CARNEGIE MUS., JUNE 6, 1979",,,,9,,,,,,,,,,,,,,,,
Andy Jones,SKIN; EXCH; EXCH TO CHICAGO NAT. HIST. MUS. 5 NOV 1962,,,,35,,,,,,,,,,,,,,,,
Andy Jones,SKIN; EXCH; EXCH TO D.A. ZIMMERMAN 25 JAN. 1965,,,,11,,,,,,,,,,,,,,,,
Andy Jones,SKIN; EXCH; EXCH TO G. A. AMMANN,,,,21,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EXCH; EXCH TO HAIM HOVEL, HAIFA, ISRAEL 6 AUG 1974",,,,8,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EXCH; EXCH TO MUS. ZOOLOGY, UNIV. MOSCOW  19 JUN 1984.",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN; EXCH; EXCH TO PARIS MUSEUM 1969,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EXCH; EXCH TO ROYAL ONTARIO MUSEUM, 12 JUN 1964",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EXCH; EXCH TO ROYAL ONTARIO MUSEUM, 24 MAR 1960.",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN; EXCH; EXCH TO VA. POLY. INST. FEB 1971.,,,,25,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EXCH; EXCH TO W. P. HOLT TOLEDO CENTRAL HIGH SCHOOL 6/14/1907, =F",,,,5,,,,,,,,,,,,,,,,
Andy Jones,SKIN; EXCH; EXCH TO WM HUFFMAN -- 15 SEP 1972,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EXCH; EXCH TO ZOOLOGICAL MUSEUM, MOSCOW",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN; EXCH; EXCHANGED TO VICTORIA MEMORIAL MUSEUM 17 JAN 1925,,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; EYE (FROZEN); HEART, LIVER, MUSCLE (FROZEN); SKELETON, PARTIAL; BLOOD (FLASH-FROZEN); MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,2,,,,,,,,,,,,,,,,
Andy Jones,SKIN; HEART (FROZEN),,,,6,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; HEART (FROZEN); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN); LUNG (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,SKIN; HEART (FROZEN); LIVER (FROZEN); KIDNEY (FROZEN),,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; HEART, LIVER (FROZEN); BLOOD (FLASH-FROZEN)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; HEART, LIVER, MUSCLE (FROZEN); BRAIN (FROZEN); BLOOD (SLIDE SMEAR); BLOOD (FROZEN)",,,,3,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; HEART, LIVER, MUSCLE (FROZEN); HEART, LIVER, MUSCLE (FROZEN); HEART, LIVER (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Andy Jones,"SKIN; HEART, LIVER, MUSCLE (FROZEN); LUNG (FROZEN); SKELETON, PARTIAL; ENDOPARASITE",,,,1,,,,,,,,,,,,,,,,
